ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
7162;Z LAŽJO TELESNO POŠKODBO;;29.05.2026;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00118;GOSPOSVETSKA CESTA;19;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;TRÈENJE V KOLESARJA;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;158098;548971;1;UDELEŽENEC;24;ŽENSKI;;SLOVENIJA;LAŽJA TELESNA POŠKODBA;KOLESAR;NEZNANO;0;0;,00;,00
7162;Z LAŽJO TELESNO POŠKODBO;;29.05.2026;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00118;GOSPOSVETSKA CESTA;19;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;TRÈENJE V KOLESARJA;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;158098;548971;2;UDELEŽENEC;25;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;07;00;,00;,00
7163;Z LAŽJO TELESNO POŠKODBO;;29.05.2026;16;NE;CESTA;REGIONALNA CESTA III. REDA;00681;LAŠKO - BREZE - ŠENTJUR;04006;LAŠKO-BREZE-ŠENTJUR;10400;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;113853;526466;1;UDELEŽENEC;26;MOŠKI;LAŠKO;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;07;09;,00;,00
7163;Z LAŽJO TELESNO POŠKODBO;;29.05.2026;16;NE;CESTA;REGIONALNA CESTA III. REDA;00681;LAŠKO - BREZE - ŠENTJUR;04006;LAŠKO-BREZE-ŠENTJUR;10400;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;113853;526466;2;POVZROÈITELJ;15;MOŠKI;LAŠKO;SLOVENIJA;LAŽJA TELESNA POŠKODBA;KOLESAR;NE;0;0;,00;,00
7164;S HUDO TELESNO POŠKODBO;;14.05.2026;14;NE;CESTA;GLAVNA CESTA II. REDA;00103;PERŠETI-N.GORICA-ŠEMPETER;01009;PLAVE-SOLKAN;6000;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;96830;393993;1;UDELEŽENEC;-1;;LJUBLJANA;SLOVENIJA;;PRAVNA OSEBA;;0;0;,00;,00
7164;S HUDO TELESNO POŠKODBO;;14.05.2026;14;NE;CESTA;GLAVNA CESTA II. REDA;00103;PERŠETI-N.GORICA-ŠEMPETER;01009;PLAVE-SOLKAN;6000;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;96830;393993;2;POVZROÈITELJ;56;MOŠKI;IZDANO V DRUGI DRŽAVI;NEMÈIJA;HUDA TELESNA POŠKODBA;VOZNIK MOTORNEGA KOLESA;NEZNANO;31;09;,00;,00
7165;Z LAŽJO TELESNO POŠKODBO;;26.05.2026;9;NE;CESTA;REGIONALNA CESTA;00227;RAVNE-KOTLJE-SLOV.GRADEC;01264;RAVNE-KOTLJE;670;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;155826;497556;1;UDELEŽENEC;42;ŽENSKI;SLOVENJ GRADEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
7165;Z LAŽJO TELESNO POŠKODBO;;26.05.2026;9;NE;CESTA;REGIONALNA CESTA;00227;RAVNE-KOTLJE-SLOV.GRADEC;01264;RAVNE-KOTLJE;670;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;155826;497556;2;POVZROÈITELJ;32;MOŠKI;RAVNE NA KOROŠKEM;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;05;,00;,00
7166;Z MATERIALNO ŠKODO;;02.06.2026;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00107;V BREZOV LOG;40;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;75585;512214;1;POVZROÈITELJ;42;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;24;0;,00;,00
7166;Z MATERIALNO ŠKODO;;02.06.2026;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00107;V BREZOV LOG;40;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;75585;512214;2;UDELEŽENEC;21;MOŠKI;SEVNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;1;0;,00;,00
7167;Z MATERIALNO ŠKODO;;31.05.2026;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00010;PRISTANIŠKA ULICA;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;ASFALT;45925;400518;1;POVZROÈITELJ;68;MOŠKI;KOPER;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;50;4;,00;,00
7167;Z MATERIALNO ŠKODO;;31.05.2026;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00010;PRISTANIŠKA ULICA;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;ASFALT;45925;400518;2;UDELEŽENEC;51;ŽENSKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
7168;Z MATERIALNO ŠKODO;;27.05.2026;16;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;17036;ELERJI;0;NI ODSEKOV;30;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;49592;405085;1;UDELEŽENEC;50;MOŠKI;KOPER;SLOVENIJA;BREZ POŠKODBE;VOZNIK TRAKTORJA;NEZNANO;7;1;,00;,00
7168;Z MATERIALNO ŠKODO;;27.05.2026;16;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;17036;ELERJI;0;NI ODSEKOV;30;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;49592;405085;2;UDELEŽENEC;45;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;27;4;,00;,00
7169;Z LAŽJO TELESNO POŠKODBO;;30.05.2026;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;21035;OSEK-SV. TROJICA V SLOV.;0;NI ODSEKOV;72;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;160629;568699;1;POVZROÈITELJ;21;MOŠKI;GORNJA RADGONA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;07;,31;,00
7170;Z MATERIALNO ŠKODO;;30.05.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;52093;ŠENTJUR;00004;CESTA KOZJANSKEGA ODREDA;23;ŽELEZNIŠKI PREHOD;OSTALO;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;119295;531191;1;POVZROÈITELJ;50;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;30;04;,00;,00
7171;S HUDO TELESNO POŠKODBO;;31.05.2026;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;13004;IZOLA;00005;CANKARJEV DREVORED;21;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;45064;395573;1;UDELEŽENEC;66;MOŠKI;;BOSNA IN HERCEGOVINA;HUDA TELESNA POŠKODBA;KOLESAR;DA;0;0;,00;,00
7171;S HUDO TELESNO POŠKODBO;;31.05.2026;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;13004;IZOLA;00005;CANKARJEV DREVORED;21;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;45064;395573;2;;66;ŽENSKI;;SLOVENIJA;;;;0;0;,00;,00
7172;Z MATERIALNO ŠKODO;;25.05.2026;10;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00030;MEJA A-ŠENTILJ;500;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;172139;549611;1;POVZROÈITELJ;38;MOŠKI;IZDANO V DRUGI DRŽAVI;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;07;,00;,00
7172;Z MATERIALNO ŠKODO;;25.05.2026;10;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00030;MEJA A-ŠENTILJ;500;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;172139;549611;2;UDELEŽENEC;67;MOŠKI;IZDANO V DRUGI DRŽAVI;NEMÈIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;49;05;,00;,00
7173;Z MATERIALNO ŠKODO;;01.06.2026;22;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;52015;DOLGA GORA;0;NI ODSEKOV;15;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ÈELNO TRÈENJE;JASNO;REDEK;MOKRO;ASFALT;126216;538612;1;POVZROÈITELJ;24;ŽENSKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;06;,00;,00
7174;Z MATERIALNO ŠKODO;;27.05.2026;13;NE;CESTA;AVTOCESTA;000A5;MARIBOR-M.SOBOTA-PINCE;00906;DRAGUÈOVA - LENART;4000;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;160786;555449;1;UDELEŽENEC;-1;;CELJE;SLOVENIJA;;PRAVNA OSEBA;;0;0;,00;,00
7174;Z MATERIALNO ŠKODO;;27.05.2026;13;NE;CESTA;AVTOCESTA;000A5;MARIBOR-M.SOBOTA-PINCE;00906;DRAGUÈOVA - LENART;4000;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;160786;555449;2;POVZROÈITELJ;31;MOŠKI;IZDANO V DRUGI DRŽAVI;MADŽARSKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;05;,00;,00
7175;Z MATERIALNO ŠKODO;;28.05.2026;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00161;ŠMARSKA CESTA;4;PARKIRNI PROSTOR;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;44148;401166;1;UDELEŽENEC;22;MOŠKI;IZDANO V DRUGI DRŽAVI;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;4;2;,00;,00
7176;Z MATERIALNO ŠKODO;;16.05.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;49019;SLOVENJ GRADEC;00032;RONKOVA ULICA;39;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OSTALO;OBLAÈNO;GOST;SUHO;ASFALT;151682;506867;1;UDELEŽENEC;47;MOŠKI;SLOVENJ GRADEC;SLOVENIJA;;VOZNIK OSEBNEGA AVTOMOBILA;;29;5;,00;,00
7176;Z MATERIALNO ŠKODO;;16.05.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;49019;SLOVENJ GRADEC;00032;RONKOVA ULICA;39;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OSTALO;OBLAÈNO;GOST;SUHO;ASFALT;151682;506867;2;POVZROÈITELJ;65;MOŠKI;SLOVENJ GRADEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;42;11;,00;,00
7177;Z MATERIALNO ŠKODO;;25.05.2026;7;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00637;SL.BISTRICA-SL.KONJICE;70;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;138285;544040;1;UDELEŽENEC;33;ŽENSKI;IZDANO V DRUGI DRŽAVI;HRVAŠKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;02;02;,00;,00
7177;Z MATERIALNO ŠKODO;;25.05.2026;7;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00637;SL.BISTRICA-SL.KONJICE;70;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;138285;544040;2;POVZROÈITELJ;48;MOŠKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;29;11;,00;,00
7178;Z MATERIALNO ŠKODO;;29.05.2026;10;NE;CESTA;GLAVNA CESTA;00005;PRIKLJ.CELJE ZAHOD-DRNOVO;00328;CELJE-ŠMARJETA;4580;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;118628;518589;1;POVZROÈITELJ;35;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;17;07;,00;,00
7178;Z MATERIALNO ŠKODO;;29.05.2026;10;NE;CESTA;GLAVNA CESTA;00005;PRIKLJ.CELJE ZAHOD-DRNOVO;00328;CELJE-ŠMARJETA;4580;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;118628;518589;2;UDELEŽENEC;37;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;2;2;,00;,00
7179;Z MATERIALNO ŠKODO;;25.05.2026;7;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00637;SL.BISTRICA-SL.KONJICE;70;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;138285;544040;1;POVZROÈITELJ;59;MOŠKI;ŠMARJE PRI JELŠAH;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;40;03;,00;,00
7179;Z MATERIALNO ŠKODO;;25.05.2026;7;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00637;SL.BISTRICA-SL.KONJICE;70;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;138285;544040;2;UDELEŽENEC;22;ŽENSKI;MURSKA SOBOTA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;05;,00;,00
7180;Z MATERIALNO ŠKODO;;02.06.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25162;ŠMARTINSKA CESTA;182;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;103946;466257;1;UDELEŽENEC;48;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK AVTOBUSA;NEZNANO;0;0;,00;,00
7181;Z MATERIALNO ŠKODO;;31.05.2026;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;07005;DRAVOGRAD;00004;MEŽA;155;CESTA;OSTALO;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;160208;501778;1;UDELEŽENEC;21;MOŠKI;DRAVOGRAD;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;3;4;,00;,00
7182;Z MATERIALNO ŠKODO;;02.06.2026;9;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00660;DIVAÈA-KOZINA;7000;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;53119;417125;1;UDELEŽENEC;66;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK AVTOBUSA;DA;14;09;,00;,00
7182;Z MATERIALNO ŠKODO;;02.06.2026;9;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00660;DIVAÈA-KOZINA;7000;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;53119;417125;2;POVZROÈITELJ;67;MOŠKI;IZDANO V DRUGI DRŽAVI;MADŽARSKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;46;07;,00;,00
7183;Z MATERIALNO ŠKODO;;02.06.2026;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00123;LOÈNA;18;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;OBLAÈNO;REDEK;SUHO;ASFALT;75708;513956;1;POVZROÈITELJ;26;MOŠKI;SEVNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;8;7;,00;,00
7183;Z MATERIALNO ŠKODO;;02.06.2026;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00123;LOÈNA;18;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;OBLAÈNO;REDEK;SUHO;ASFALT;75708;513956;2;UDELEŽENEC;26;ŽENSKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;7;11;,00;,00
7184;Z MATERIALNO ŠKODO;;26.05.2026;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00312;NA POLJANAH;20;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;157196;548042;1;POVZROÈITELJ;18;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;01;,00;,00
7184;Z MATERIALNO ŠKODO;;26.05.2026;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00312;NA POLJANAH;20;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;157196;548042;2;UDELEŽENEC;45;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;03;,00;,00
7185;Z MATERIALNO ŠKODO;;29.05.2026;16;NE;CESTA;REGIONALNA CESTA II. REDA;00410;BISTRICA PRI TRŽIÈU-KRANJ;01135;KOKRICA-KRANJ;0;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;123485;450245;1;POVZROÈITELJ;18;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;04;,00;,00
7185;Z MATERIALNO ŠKODO;;29.05.2026;16;NE;CESTA;REGIONALNA CESTA II. REDA;00410;BISTRICA PRI TRŽIÈU-KRANJ;01135;KOKRICA-KRANJ;0;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;123485;450245;2;UDELEŽENEC;59;MOŠKI;KRANJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;41;00;,00;,00
7186;Z MATERIALNO ŠKODO;;22.05.2026;12;NE;CESTA;REGIONALNA CESTA II. REDA;00437;ŠENTILJ - PESNICA;00268;ŠENTILJ-PESNICA;10400;KROŽNO KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;162159;551430;1;POVZROÈITELJ;51;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;33;03;,00;,00
7186;Z MATERIALNO ŠKODO;;22.05.2026;12;NE;CESTA;REGIONALNA CESTA II. REDA;00437;ŠENTILJ - PESNICA;00268;ŠENTILJ-PESNICA;10400;KROŽNO KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;162159;551430;2;UDELEŽENEC;68;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;45;04;,00;,00
7187;Z MATERIALNO ŠKODO;;27.05.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00115;GORKEGA ULICA;49;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;156850;548900;1;POVZROÈITELJ;36;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;03;,00;,00
7187;Z MATERIALNO ŠKODO;;27.05.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00115;GORKEGA ULICA;49;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;156850;548900;2;UDELEŽENEC;38;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;06;,00;,00
7188;Z LAŽJO TELESNO POŠKODBO;;10.03.2026;22;NE;CESTA;REGIONALNA CESTA;00225;MENGEŠ-DUPLICA-ŠENTRUPERT;01246;SOTESKA-ŠENTRUPERT;8450;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;126647;504362;1;UDELEŽENEC;28;MOŠKI;LOGATEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;09;11;,00;,00
7188;Z LAŽJO TELESNO POŠKODBO;;10.03.2026;22;NE;CESTA;REGIONALNA CESTA;00225;MENGEŠ-DUPLICA-ŠENTRUPERT;01246;SOTESKA-ŠENTRUPERT;8450;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;126647;504362;2;POVZROÈITELJ;64;MOŠKI;ŽALEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;40;01;,00;,00
7189;S HUDO TELESNO POŠKODBO;;26.05.2026;20;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;62095;ZAKL-BRASLOVÈE;0;NI ODSEKOV;14;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;124530;504181;1;POVZROÈITELJ;61;MOŠKI;ŽALEC;SLOVENIJA;HUDA TELESNA POŠKODBA;VOZNIK KOLESA S POMOŽNIM ELEKTRIÈNIM MOTORJEM;DA;0;0;,00;,00
7190;Z MATERIALNO ŠKODO;;01.06.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;18089;ŠENÈUR;00003;GASILSKA CESTA;55;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;ASFALT;121089;455231;1;UDELEŽENEC;32;MOŠKI;IZDANO V DRUGI DRŽAVI;NEMÈIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;11;04;,00;,00
7191;Z MATERIALNO ŠKODO;;02.06.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00098;TOPLIŠKA CESTA;10;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;73349;511815;1;UDELEŽENEC;32;ŽENSKI;TREBNJE;SLOVENIJA;BREZ POŠKODBE-UZ;VOZNIK OSEBNEGA AVTOMOBILA;NE;14;9;,00;,00
7192;Z MATERIALNO ŠKODO;;24.05.2026;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;02014;BREŽICE;00041;BREZINA;105;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;87675;545492;1;POVZROÈITELJ;83;MOŠKI;BREŽICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
